,title,content
10,부산 빈티지샵 추천 부탁드립니다. (서면 전포 부경대 쪽),['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n상의 : 브룩스브라더스하의 : 레졸루트\u200b부산 서면/전포/부경대/대연동 근처 빈티지샵 괜찮은 곳 아신다면 추천 좀 부탁드립니다!🙂\u200b\u200b모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지']
11,부산 편집샵 알려주세요 성님들ㅠㅠ (핑프x),['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n부산으로 휴가를 가려고 합니다 드디어 늦은 휴가를..간김에 편집샵을 여러곳 들려보고 싶은데 역시 서칭만으론 .. 다 좋아보여서 실제로 가보신 분들은 좋은 점/안좋은 점 아실것 같아서ㅠㅠ 추천 좀 부탁드리겠습니닷!!\u200b*여러곳 알아봤는데 각 샵마다 주력 아이템들을 알기는 쉽지 않더군요ㅠㅠㅠㅠㅠ']
12,구제 빈티지 넥타이 판매하는곳 질문드립니다,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n구제넥타이가 아니더라도 넥타이 매보고 살수있는곳 정보좀알수있을까요 정장에 맬려는건 아니고 캐주얼 의상에 매려고합니다. 인터넷으로 구매했더니 생각보다 의상에 안어울ㄹㅕ서 가서 직접 매보면서 사려고 하는데 도저히 아디를가야할지 감이안오네여.... 기본적인 것보다는 화려한걸 찾고있습니다']
13,춘천 당일 치기 가는데 추천 부탁드립니다.,"['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지간단하게 당일치기로 시내쪽(명동?)으로 갈 예정인데 그 근처에 옷가게나 맛집, 카페 추천 부탁드립니다! 여자친구랑 갈만한데요!']"
14,알파인더스트리 ma-1 45p같은 카라달린 봄버 괜찮은 브랜드 머 없을까요?,"['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b이런 카라달린 오리지널 밀리터리 느낌의 ma1자켓 하나 장만해보고싶은데 알파인더스트리는 뭔가 실물 보니 빈티지? 밀리터리스러운 느낌이 좀 덜하더라구여,,,,구제샵 가서 사는게 베스트긴한데 찾기도 어렵네요ㅠㅠ\u200b']"
15,80년대 빈티지 챔피온인데,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n택 꼬다리가 아직도 붙어있네요 ㄷ ㄷ 이걸 왜 40년동안 뗄 생각을 안한거지 ㅋㅋ..제가 뗍니다']
16,리바이스 청바지 진품인지 확인 좀 해주세요 ㅠ ㅠ,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\u200b\u200b\u200b얼마전에 구제 파는데서 사온건데요~ 아무리봐도 짝퉁인듯해서요~특히 아래의 리바이스 패치가 재질이 부드럽지가 않고 너무 딱딱하고 색깔이 진한것이 짝퉁인듯해서요 ㅠ ㅠ \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b']
17,요즘나오는 데님자켓도 몇십년 입을수있나요?,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n(사진은 풀카운트 13.7oz 오리지널 셀비지 데님입니다.)\u200b최근 리바이스 x 니고 복각데님 보고\u200b저도 같이 늙어갈수있는 데님이 있으면 좋겠다고 생각해서 하나 들이려구 하는데요\u200b사진과같은 풀카운트 데님자켓도 몇십년 입을수 있는건가요?']
18,빈티지 느낌 고수님들!,"['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b반팔 셔츠를 전체 다 오픈해서 입고 싶어서 그러는데요, 그냥 목 짱짱한 티셔츠는 오히려 느낌이 죽을 것 같아요.\u200b이너용으로 좀 얇은 소재면서 빈티지한 티 괜찮은 브랜드 있을까요?\u200b넥 라인도 막 별로인게 오히려 좋을 것 같아요.\u200b브랜드나 제품 추천좀 부탁드립니다ㅏㅏ\u200b\u200b\u200b\u200b● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지']"
19,혹시 점프수트 수선해보신분 계신가요?,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n이번에 구제 점프수트를 구매했습니다.점프수트는 입어보고 사는게 맞지만 디자인이 맘에들어실측사이즈를 보고 인터넷으로 구매했는데첫번째 점프수트는 가랑이가 너무 꽉끼어 민망하기도하기도 불편하고..두번째 점프수트는 어벙하네요 ㅠㅠ가랑이가 꽉 끼는 경우 늘려야할텐데 수선이 가능할까요?● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지']
20,규파드 질문이요!,"['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\u200b\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n제가 모스콧/하만옵티컬/tvr/타르트옵티컬 보유중인데이번에 규파드gp12 너무 예뻐서 구매하려 하는데, 브랜드 자체에 대해 정보가 없어서그런데어떤 브랜드인가요? 하만처럼.. 일본 하우스 도매스틱인가요?']"
21,빈티지 제품들 보통 어디서 구매하세요?,"['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n여러분은 보통 빈티지 폴로, 칼하트, 디키즈 같은 것들어디서 구매하시나요? 대학생이라 돈이 많지 않아서..좋은 옷 중고로 싸게 구하는게 너무 좋아서 벌써 5벌째네요... 좋은 매장 있으면 이름 추천도 해주세요!!']"
22,이 빈티지 폴로 정품이 맞을까요?,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n정가품 구별법을 인터넷으로 찾아봤는데도제 눈을 영 못 믿겠네요...ㅠ 고수 여러분 도와주세요!']
23,"폴로 반팔 셔츠, 에드윈 청바지",['다 구제로 산건데 맘에듭니다.']
24,구이디 992 vs 992x 차이점 있을까요?,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n전부터 구이디 992 모델에 관심이 많았는데992x 모델이 따로 있더라고요.아시아인 발에 맞게 발볼이 살짝 넓게 나온 버전이라고 하는데992x로 구입해도 될까요?아니면 그냥 992 버전으로 구입하는 게 더 나을까요?\u200b\u200b\u200b\u200b']
25,168cm / 75kg / 착샥,['168cm / 75kg 착샷 입니다.\u200b피드백은 사랑 입니다❤️\u200b상의 / 엘로우셔츠 하의 / 동묘 구제 바지슬리퍼 / 아디다스 슈즈(?)시계 / 애플워치6']
26,빈티지 옷 특유의 냄새는 감수해야 하는 건가요?,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\u200b\u200b요새 빈티지 열풍이 심상치 않은 것 같아 살짝 올라타보고 싶은 마음이 생기고 있는데요.\u200b고등학교때 구제의류를 좋아하는 친구 집에 놀러가면 오래된 옷에서 나는 특유의 쾌쾌한 냄새가 조금 역했던 기억이 남아있습니다. (와...이거 적다가 급 군대 보급창고가 떠올랐네요 ㅎㅎ)\u200b무튼 혼자 사는거라면 멋을 위해서 어떻게든 냄새와 공존할 방법을 찾아보겠지만 ㅎ 유부남이라서 좀 눈치가 보이네요. 그리고 집 구조 상 옷방에 환기가 잘안됩니다.\u200b냄새로 냄새를 덮는 방법(like 방향제)은 아내가 겁나 싫어할 것 같은데...냄새 자체가 안내게끔 하는 방법이 있을까요? 관심있는 품목은 오리지널야상이랑 데님팬츠 쪽 입니다.\u200b오랫동안 빈티지의류 관리하시면서 입은 분들의 조언 부탁 드립니다.\u200b']
27,동묘 갔다가 득템 했네요,['동묘 구제 마켓 구경하다가 요즘 구하기 힘든 폴로 빅셔츠 구매했습니다.2만5천원에 구매했네요.\u200b실제 색은 아래사진에 가깝습니다. 전형적인 하늘색 옥스포드 셔츠에요.\u200b더운날 돌아다닌 보람이 있었습니다.']
28,이런 느낌의 체크셔츠 추천 부탁드립니다!,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\u200bssz 빔즈 콜라보 제품인데 기장이 너무 긴 것 같아서.. 오버한 체크셔츠인데 기장 75이하인 이런 느낌의 체크셔츠 추천부탁드립니다!(폴로 제외)']
29,구제의류 인터넷 구매/오프라인 구매 어떤게 나을까요?,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\u200b빈티지샵 가기엔 좀 멀어서 고민이에요 어찌됐든 직접 보고 사는 게 나을 것 같긴 한데.. 혹시 인터넷에서 구매해보신 분 계실까요?']
30,랄뽕 고수님들 폴로 상의 이름 아시는분 있나요,['모든 게시물은 사진 + 글 첨부 필수 & 질문글 삭제시 활동정지... 더보기\n\n\n\n\n\n\n\n\n● 모든 게시물은 사진 + 글 첨부 필수 & 질문 게시글 삭제시 활동정지\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b단순한 폴로 상의인데 상품명 알고 싶은데  랄뽕 고수님의 도움을 받고 싶어요 ㅠㅠㅠ  도와주세요']
31,러쉬 마니아의 러쉬 방문 엘베샷,['구제 니트 햇폴로 커스텀 핏 반팔 엔지니어드 가먼츠 퍼티그 팬츠반스 어센틱\u200b\u200b제 마음속 러쉬 부동의 남바완 카마는 항상 집에 400g 이상 구비 중이고데일리로 이용하던 올리브 트리 비누가 떨어져서 오랜만에 나왔네요!로즈 아르간도 참 좋은데 올리브 트리와 같이 무른 재질이다보니 다 떨어져 갈 즈음이면 이용하기 불편해서 요번에는 아웃백 메이트로 가져왔습니다.여름에 딱 어울리는 제품이라고 생각해요.']
32,"6월티디, 6월리룩",['생각보다 선선했던 6월 착장 모음입니당~!!!\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n피케티-빈티지 버버리팬츠-반츠x버거스플러스신발-하루타\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n티셔츠-무아애팬츠-빈티지 리바이스 517신발-드레익스\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n피케티-폴로 랄프로렌팬츠-빈티지 폴로 랄프로렌신발-뉴발 993\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n셔츠-빈티지 브룩스브라더스팬츠-디아뎀신발-예루살렘 샌들\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n자켓-유니클로티셔츠-브룩스브라더스팬츠-반츠신발-포스트맨\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n모자-빈티지 나이키셔츠-반츠팬츠-유니클로신발-뉴발 993\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n피케티-무인양품팬츠-빈티지 브룩스브라더스신발-예루살렘 샌들\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n모자-반츠피케티-폴로 랄프로렌팬츠-빈티지 퍼티그팬츠신발-하루타\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n셔츠-폴로 랄프로렌팬츠-반츠x버거스플러스신발-뉴발 993가방-꾸오이아노\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n셔츠-반츠팬츠-무인양품신발-드레익스\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n모자-반츠셔츠-반츠팬츠-GU신발-뉴발 993\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n모자-바라쿠타셔츠-폴로 랄프로렌팬츠-반츠신발-뉴발 993\u200b\u200bpeoplothory']
