,title,content
10,비올땐 마스야드,"['물론 3.0….🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 데일리룩 관련 공지 ->https://cafe.naver.com/zzang9daddy/719128\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b<기본양식> 아우터 -  언타이틀드 아이딜상의 -  언타이틀드 아이딜하의 -  구제신발 -  마스야드3.0기타 악세 -  키,몸무게(선택) - 177/70']"
11,구제 블루종,"['*쇼핑후기 게시판은 제품 실사 혹은 실사용 후기가 필수입니다. 누락 될 경우 삭제 될 수 있으니 참고해주세요. \u200b\u200b📌기본양식 \u200b브랜드,품명 -  구제 빈티지\u200b제품 사진(실사) - \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b이번에 가을용으로 구제 블루종 두개 구매했네용😁공장 잠바 같다해도 구제 블루종만의 핏이 좋아서 샀습니당사고나서 하자 발견한건 슬프지만...']"
12,생로랑 구제자켓..?,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b\u200b\u200b관련 링크(없으면 미첨부) ▷2만원이라 건져왔는데 괜찮겠죠 ..?\u200b*평이 좋지않네요 ㅠ ㅠ 택배오면 후기올리겠습니다....\u200b\n\n\n\n \n\n\n무기명 투표 중잘샀나?굿굿 꿀매인듯이건 아니야!결과\n                    투표하기\n                \n\n        투표자 보기\n    \n                투표자 0명\n            \n            확인\n        \n        전체 투표자 보기\n    \n                투표자 0명\n            \n            확인']"
13,"앤더슨벨 인사이드아웃, 비엔나, 토니웩 잔체크","['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b이번에 할인하길래 앤벨 인사이드아웃 블레이저를 무지성으로 데리고 오긴 했는데... 뭔가 겹치는 것 같기도 아닌 것 같기도…; 셋 다 입을까요 아니면 하나를 보낼까요? 보낸다면 어떤 걸 보낼까요?\u200b\n\n\n\n \n\n\n무기명 투표 중흐엥486/10,000명 참여 중인사이드아웃비엔나잔체크닥치고 걍 입는 게 어때?아몰랑 결과\n                    투표하기\n                \n\n        투표자 보기\n    \n                투표자 0명\n            \n            확인\n        \n        전체 투표자 보기\n    \n                투표자 0명\n            \n            확인']"
14,동묘 구제 양가죽100 버릴까요 입을까유,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ 예전 동묘에서 5천원도 안주고 산 가죽 자켓이 있길래 현역 가능 한지 여쭤 봅니당']"
15,지금은 못입는 룩,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 데일리룩 관련 공지 ->https://cafe.naver.com/zzang9daddy/719128\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 -  구제상의 -  보세하의 -  보세신발 -  뉴발란스 , 슈펜 더비기타 악세 -  키,몸무게(선택) - 185/75\u200b\u200bhttps://www.instagram.com/ejtesfy\n\n\n\n \n\n\n\n\n\n\n\n\n배진혁(@ejtesfy) • Instagram 사진 및 동영상\n팔로워 173명, 팔로잉 173명, 게시물 10개 - 배진혁(@ejtesfy)님의 Instagram 사진 및 동영상 보기\nwww.instagram.com\n\n\n\n\n\n\n \n\n\n\n\u200b\u200b']"
16,문래 감성 ~,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\u200b<기본양식> 아우터 -  구제 상의 -  샤카웨어 반팔하의 -  비슬로우신발 -  보세기타 악세 -  \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n키,몸무게(선택) -']"
17,스트릿초보 룩입니다!!,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b<기본양식> 아우터 -  상의 -  구제하의 -  신발 -  슈덩기타 악세 -  라이터목걸이 엠엘비비니 가방키,몸무게(선택) -']"
18,휴가좋아,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\u200b여름에는 실내가 최고😊📌 더 현대 서울\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 -  상의 -  하의 -  일본 구제신발 -  뉴발란스 토앤토기타 악세 -  모자 : 마틴로즈X나이키                    폰케이스 : 요시고 사진전 굿즈키,몸무게(선택) - 159/45\n\n\n\n \n\n\n\n\n\n\n\n\n明辰(@mng_jini) • Instagram 사진 및 동영상\n팔로워 303명, 팔로잉 181명, 게시물 31개 - 明辰(@mng_jini)님의 Instagram 사진 및 동영상 보기\nwww.instagram.com\n\n\n\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b']"
19,아침에 일어나서 추워서 이렇게 입었더니 비는 커녕 햇빛 짱짱해서 더위에 미쳐버린 나,"['작성하신 글은 유튜브 컨텐츠로 사용될 수 있습니다... 더보기\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\u200b<기본양식> 아우터 -  상의 -  구제하의 -  노이어신발 -  나이키기타 악세 -  써저리키,몸무게(선택) - 186/85']"
20,스트릿 짬뽕,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n<기본양식> 아우터 -  구제상의 -  스파오하의 -  ㄹㅍㅈ신발 - 조던기타 악세 -  보세 , 구제 키,몸무게(선택) - 174,53']"
21,패린이 구제 부탁드립니다…,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  여름만 되면 비슷한 바지에 비슷한 티만 입어서 잘 입어보고 싶어요 ㅠㅠ 깔끔한 스트릿이나 캐쥬얼하게 입고 싶은데 어떤 종류의 옷을 사야하고 또 피부도 탄편이라 잘맞는 색도 찾기 어렵더라구요.. 제발 살려주세요,,,,     (고2라 비싼건 못사고 슬랙스 입었을 때 핏은 저 정도 나오는거 같습니다.)\u200b관련 사진 ▷ \u200b\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b관련 링크(없으면 미첨부) ▷']"
22,핼창들은 옷 어떻게 입어야해요 ...?,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b사실 헬창은 아니고 헬린인데.. 아직 저에게 찰떡인 룩? 스타일? 응 찾지 못했어요 .. \u200b175/73입니다 .. 인스타 계정이나 등 참고용 자료도 좋아요 .. 구제해주세요 ㅠ \u200b관련 링크(없으면 미첨부) ▷']"
23,폴로 티 어디서들 사시나요??,"['🔈패션질문 게시판 이용시, 관련사진 첨부 의무 ---------------------------------------------  \u200b관련 사진 ▷ \n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b폴로 반팔 티 사고싶은데 어디서들 사시나요?? 추천쟘,,\u200b관련 링크(없으면 미첨부) ▷']"
24,오랜만에 바닷가,"['\u200b🔈해당게시판은 생방송 컨텐츠에 사용 될 수 있습니다. 🔈착장 기본 양식을 지켜주세요. 데일리룩 관련 공지 -> https://cafe.naver.com/zzang9daddy/609652\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b<기본양식> 아우터 -  펠토 체크 블레이저상의 -  무지 반팔티하의 -  구제 청신발 -  나이키 에어맥스90기타 악세 -  키,몸무게(선택) -']"
25,폴로 셔츠,['1. 사고싶은 물건의 이름과 사진\n\n\n\n \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\u200b구제 폴로 셔츠\u200b2. 고민중인 이유 \u200b핏감이나 색감 다 맘에 드는데 가격이 구제 치고 좀 비싼감 있더라고요 ㅠ 택포 4.6인데 살까요?\u200b\u200b']
